OptionType,DeltaBucket,TimeBucket,OptionFrequency,Count,MeanElasticity,MedianElasticity,StdElasticity,MinElasticity,MaxElasticity,Q25Elasticity,Q75Elasticity,CoeffVariation
CALL,0.10-0.20,61-90 days,monthly,6747,30.644866478228415,37.34493307622402,15.756233818388882,1.893889923315278,48.314182333518694,32.85858063155217,40.67779970984011,0.5141557340307835
CALL,0.10-0.20,8-14 days,monthly,3653,71.23415787712824,69.52737616978148,7.763409372966539,40.99691254212894,103.7706721740248,66.35389288186643,74.303759461525,0.10898436374242873
CALL,0.20-0.30,0-7 days,monthly,1709,89.5890730371381,88.44580913690088,13.6562018713934,59.696266731737644,132.51362936192172,79.15578285958564,94.82217349495475,0.15243155675617248
CALL,0.20-0.30,15-30 days,monthly,4183,51.96648732084069,51.85769068651127,4.506821890660034,40.040536433517374,67.35939264361737,48.1855129743339,55.85980797331976,0.08672554415377262
CALL,0.20-0.30,31-60 days,monthly,23536,39.243727160612416,39.18643526409295,9.931802656302349,1.9225731482293897,82.28738058279494,35.366018207714646,44.41894389111489,0.2530800047522132
CALL,0.20-0.30,61-90 days,monthly,6315,26.121210368731614,30.683127151518427,11.850452705870213,2.0862608567439067,38.778791875846096,27.304211979851445,33.429992996419045,0.45367165374755347
CALL,0.20-0.30,8-14 days,monthly,2756,67.92144669003918,66.36927253766393,7.207406651061663,44.614921345679136,95.20568725097262,62.59654100324656,72.16884550302046,0.10611385655480517
CALL,0.20-0.30,90+ days,monthly,1189,9.25725364424479,9.284561689077991,0.18364584745438295,8.770219581032936,10.441436496461609,9.118419103837157,9.382931534997043,0.019838048573785714
CALL,0.30-0.40,0-7 days,monthly,1498,97.27888179873555,84.62176480790207,24.205895580481148,61.51510774926464,163.747265021131,76.12833212961552,113.92517154096797,0.24882991182569061
CALL,0.30-0.40,15-30 days,monthly,3931,44.82250935407773,44.499100803359084,3.6011701765241813,36.76543554511058,58.49807460967342,42.050745135035015,46.73758463803921,0.08034289530906338
CALL,0.30-0.40,31-60 days,monthly,19203,34.165042428121374,32.76807301417265,5.607916753819953,2.759691411307737,58.65514562942722,29.93314692397667,37.410255676146335,0.16414195198552
CALL,0.30-0.40,61-90 days,monthly,7729,19.317404488423183,24.88745717603081,11.352224365798481,2.9192659403907717,35.87289776374049,3.4917674379586203,28.253703221959093,0.5876682021439168
CALL,0.30-0.40,8-14 days,monthly,2536,60.869678971595214,59.82310706364097,5.661156191722605,46.86781770214929,78.78158137039514,56.63247062920751,64.49408155257001,0.09300453505536606
CALL,0.40-0.50,0-7 days,monthly,869,76.99009069835189,74.04511922286622,14.614150269674989,52.19144032619305,184.55068131054784,71.67041094148084,76.72111331640707,0.1898185875235997
CALL,0.40-0.50,15-30 days,monthly,3415,38.2120582038707,37.49454465577668,3.1949459511041907,32.107061003444095,49.565577577153604,35.55890518350178,40.016631274217,0.08361093595268726
CALL,0.40-0.50,31-60 days,monthly,17495,27.36495259518361,26.932115770446185,6.944094506939666,2.811813725030368,57.25655430558148,24.769283676053043,31.19636754477779,0.25375868943262364
CALL,0.40-0.50,61-90 days,monthly,5633,22.19844611838015,22.06669842223109,2.5497708063646476,3.9595500013233655,28.40826632411814,20.26912287867219,24.022740080935147,0.11486258059538032
CALL,0.40-0.50,8-14 days,monthly,1986,53.47544228358196,52.94534972238369,4.147511543948009,41.337303705013056,69.05281701594427,50.43834055966438,55.50402685352232,0.077559181688552
CALL,0.50-0.60,0-7 days,monthly,1687,49.23901508627631,60.081570985022516,27.456148114594853,14.630983208538433,123.13659193582386,16.062049344953085,63.71418959673612,0.5576096123467611
CALL,0.50-0.60,15-30 days,monthly,3203,32.51325526412256,31.81954172745685,2.9607684966220242,26.731212088323616,42.425495674237986,30.49685619928194,34.085845217900655,0.09106342851769587
CALL,0.50-0.60,31-60 days,monthly,18717,22.83191698797062,22.980906053359114,5.865978035805715,3.5625244656540382,42.716371204155806,21.07916951004937,26.181382144000818,0.25692008423542817
CALL,0.50-0.60,61-90 days,monthly,5311,18.737173494829957,18.444890559485554,1.8378803810332758,13.753277524224583,22.802420172538046,17.058708974730358,20.09577414672495,0.0980873866349368
CALL,0.50-0.60,8-14 days,monthly,2179,46.73667099553085,45.86789106416314,3.866691278840932,34.86515026572044,65.8406748221237,43.97943889749243,47.76109272541599,0.08273356224303353
